issue_id	host_title	place	date	volume	issue	page_ids	page_captions	hits	record_id
12727506	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1938-06			12724705;12724706	Seite 7;Seite 8	2	048258784
12762966	MB	Tel-Aviv	1949-07-01	13	26	12758370;12758371;12758375;12758376;12758378	Seite 2;Seite 3;Seite 7;Seite 8;Seite 10	5	048258784
12935534	MB	Tel-Aviv	1984-11-23	52	45	12935536;12935541;12935543	Seite 2;Seite 7;Seite 8	3	048258784
12688226	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-12			12688244;12688245;12688247;12688248;12688252	Seite 15;Seite 16;Seite 18;Seite 19;Seite 23	5	048258784
12710807	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-01		1	12710818;12710819;12710829	Seite 10;Seite 11;Seite 21	3	048258784
12866357	MB	Tel-Aviv	1957-02-22	25	8	12865884;12865888	Seite 4;Seite 8	2	048258784
12762853	MB	Tel-Aviv	1948-01-23	12	4	12757606;12757611;12757612	Seite 4;Seite 9;Seite 10	3	048258784
12926980	MB	Tel-Aviv	1979-07-20	47	27	12926985;12926986	Seite 5;Seite 6	2	048258784
12766400	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-06-19	6	25	12741569;12741570	Seite VII;Seite VIII	2	048258792
12663099	MB	Tel-Aviv	1945-07-06	9	27	12663103	Seite 4	1	048258784
12765410	MB	Tel-Aviv	1950-06-30	14	26	12760179;12760187	Seite 2;Seite 10	2	048258784
12688129	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-10			12688157;12688162	Seite 26;Seite 31	2	048258784
12933363	MB	Tel-Aviv	1984-07-13	52	28	12933364;12933370	[Seite];Seite 7	2	048258784
12930511	MB	Tel-Aviv	1983-03-11	51	10	12930617;12930619	[Seite];Seite 3	2	048258784
12902727	MB	Tel-Aviv	1980-02-15	48	7	12902792;12902793;12902794;12902795;12902797	Seite 2;Seite 3;Seite 4;Seite 5;Seite 7	5	048258784
12766396	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-05-29	6	22	12741534	Seite 5	1	048258792
12688199	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-11			12688224	Seite 23	1	048258784
12773245	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1943-04-09	7	15	12750907	Seite 6	1	048258792
12711111	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-07		1	12711123;12711131	Seite 10;[Seite]	2	048258784
12688335	MB	Tel-Aviv	1946-02-22	10	8	12688340	Seite 5	1	048258784
12849247	MB	Tel-Aviv	1952-02-01	16	5	12849280	Seite 6	1	048258784
12762987	MB	Tel-Aviv	1949-12-02	13	48	12758603;12758609	Seite 4;Seite 4	2	048258784
12845706	MB	Tel-Aviv	1975-05-23	43	21/22	12845716;12845717	Seite 10;Seite 11	2	048258784
12663213	MB	Tel-Aviv	1945-09-28	9	39	12663216;12663221	Seite 3;Seite 8	2	048258784
13194150	MB	Tel-Aviv	1944-12-29	8	52	13194171;13194174;13194177	Seite 2;Seite 5;Seite 8	3	048258784
12742436	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1940-11-08	4	44	12740789;12740795	Seite 3;Seite 9	2	048258792
12842913	MB	Tel-Aviv	1969-03-21	37	12	12842919;12842923	Seite 6;Seite 10	2	048258784
12744453	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1941-01-17	5	3	12740899	Seite 5	1	048258792
12866979	MB	Tel-Aviv	1959-02-27	27	9	12866981;12866983	Seite 2;Seite 4	2	048258784
12687967	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-06			13139105;12687970;12687981;12687984;12687994	Seite 8;Seite 9;Seite 20;Seite 23;Seite 33	5	048258784
12724057	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-03			12723097	Seite 4	1	048258784
12773232	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1943-01-08	7	2	12750788;12750790	Seite 4;Seite 6	2	048258792
12927304	MB	Tel-Aviv	1981-06-26	49	25	12927406	Seite 7	1	048258784
12957167	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-05			12957228	Seite 13	1	048258784
12860979	MB	Tel-Aviv	1954-12-03	22	49	12860984;12860986;12860987	Seite 5;Seite 7;Seite 8	3	048258784
12710868	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1936-02		1	12710891	Seite 21	1	048258784
12766410	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-08-07	6	32	12741631	Seite 4	1	048258792
12688715	MB	Tel-Aviv	1946-11-08	10	45	12688720	Seite 3	1	048258784
12727465	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-10			12723403;12723411	Seite 7;Seite 15	2	048258784
12892091	MB	Tel-Aviv	1972-10-20	40	42	12892094;12892097	Seite 3;Seite 6	2	048258784
12931107	MB	Tel-Aviv	1984-04-06	52	14	12931108;12931112	[Seite];Seite 5	2	048258784
12766109	Mitteilungsblatt der Hitachdut Olej Germania we Austria	Tel-Aviv	1942-05-01	6	18	12741499	Seite 6	1	048258792
12867006	MB	Tel-Aviv	1959-03-20	27	12	12867012;12867013	Seite 6;Seite 7	2	048258784
12724072	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1937-06			12723243	Seite 10	1	048258784
12769066	MB	Tel-Aviv	1951-02-23	15	8	12760524	Seite 4	1	048258784
12769059	MB	Tel-Aviv	1951-01-05	15	1	12760448	Seite 3	1	048258784
12769073	MB	Tel-Aviv	1951-04-13	15	15	12760599	Seite 4	1	048258784
12957177	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1934-12			12957446;12957465	Seite 7;Seite 21	2	048258784
12749842	MB	Tel-Aviv	1944-07-14	8	28	12744987;12744988	Seite 3;Seite 4	2	048258784
12688086	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1935-09			12688120	Seite 30	1	048258784
7411858	Yediʿot shel Irgun ʿOle Breslau be-Yiśraʾel	Tel-Aviv	1998		65	7411860;7411862;7411864;7411865;7411869;7411872;7411875	Seite 2;Seite 4;Seite 6;Seite 7;Seite 11;Seite 14;Seite 17	7	363669892
12893615	MB	Tel-Aviv	1976-08-20	44	32	12893660	Seite 3	1	048258784
12938185	MB	Tel-Aviv	1992-01	60	75	12938198;12938199	Seite 5;Seite 6	2	048258784
12935544	MB	Tel-Aviv	1984-12-07	52	46	12935551	Seite 7	1	048258784
