issue_id	host_title	place	date	volume	issue	page_ids	page_captions	hits	record_id
12727506	Mitteilungsblatt der Hitachduth Olej Germania	Tel-Aviv	1938-06			12724706	Seite 8	1	048258784
12933498	MB	Tel-Aviv	1984-09-14	52	37	12933506	Seite 8	1	048258784
12930507	MB	Tel-Aviv	1983-02-11	51	6	12930579	Seite 2	1	048258784
12937016	MB	Tel-Aviv	1985-01-18	53	3	12937049	Seite 8	1	048258784
12902728	MB	Tel-Aviv	1980-02-22	48	8	12902800	Seite 2	1	048258784
12930685	MB	Tel-Aviv	1983-05-27	51	20	12930736	[Seite]	1	048258784
12867464	MB	Tel-Aviv	1960-02-05	28	6	12867469	Seite 7	1	048258784
12840383	MB	Tel-Aviv	1965-08-20	33	34	12840385	Seite 2	1	048258784
12779912	MB	Tel-Aviv	1961-08-18	29	33	12780002	Seite 2	1	048258784
12781033	MB	Tel-Aviv	1963-09-06	31	36	12786479	Seite 7	1	048258784
12865332	MB	Tel-Aviv	1955-02-18	23	7	12865456	Seite 2	1	MB_1955_20221022_B_1955_07
